exercise,phase,elbow,shoulder,hip,knee,ankle,form,correction_needed,feedback_tag,accuracy,front_knee,front_hip,back_knee,back_hip
Deadlift,end,,,180.0,180.0,,good,False,,83.5,,,,
Deadlift,start,,,81.6,131.9,90.0,good,False,,86.1,,,,
Deadlift,start,,,69.0,145.3,90.0,good,False,,86.5,,,,
Deadlift,start,,,73.0,147.4,90.0,good,False,,83.0,,,,
Deadlift,start,,,71.4,128.4,90.0,good,False,,95.8,,,,
Deadlift,start,,,60.0,148.1,90.0,good,False,,99.2,,,,
Deadlift,mid,,,150.1,133.4,,good,False,,93.4,,,,
Deadlift,start,,,77.1,142.8,90.0,good,False,,81.0,,,,
Deadlift,end,,,180.0,180.0,,good,False,,87.7,,,,
Deadlift,mid,,,158.5,132.4,,good,False,,83.5,,,,
Deadlift,start,,,75.9,149.9,90.0,good,False,,94.7,,,,
Deadlift,mid,,,142.7,144.0,,good,False,,80.6,,,,
Deadlift,end,,,180.0,180.0,,good,False,,83.8,,,,
Deadlift,mid,,,134.3,173.2,,good,False,,91.4,,,,
Deadlift,mid,,,171.5,149.1,,good,False,,88.5,,,,
Deadlift,mid,,,128.6,127.6,,good,False,,93.2,,,,
Deadlift,mid,,,73.6,168.4,,good,False,,82.5,,,,
Deadlift,end,,,180.0,180.0,,good,False,,81.8,,,,
Deadlift,start,,,65.1,141.4,90.0,good,False,,89.9,,,,
Deadlift,end,,,180.0,180.0,,good,False,,88.1,,,,
Deadlift,end,,,180.0,180.0,,good,False,,88.5,,,,
Deadlift,end,,,180.0,180.0,,good,False,,99.8,,,,
Deadlift,end,,,180.0,180.0,,good,False,,84.5,,,,
Deadlift,end,,,180.0,180.0,,good,False,,86.4,,,,
Deadlift,end,,,180.0,180.0,,good,False,,99.9,,,,
Deadlift,start,,,64.3,156.6,90.0,good,False,,93.9,,,,
Deadlift,end,,,180.0,180.0,,good,False,,88.4,,,,
Deadlift,start,,,62.5,146.9,90.0,good,False,,92.1,,,,
Deadlift,start,,,80.6,136.4,90.0,good,False,,99.2,,,,
Deadlift,start,,,85.9,123.5,90.0,good,False,,96.4,,,,
Deadlift,start,,,89.2,148.7,90.0,good,False,,83.4,,,,
Deadlift,end,,,180.0,180.0,,good,False,,92.4,,,,
Deadlift,mid,,,124.9,133.0,,good,False,,98.8,,,,
Deadlift,end,,,180.0,180.0,,good,False,,83.2,,,,
Deadlift,start,,,73.8,131.2,90.0,good,False,,87.1,,,,
Deadlift,start,,,63.0,122.4,90.0,good,False,,97.9,,,,
Deadlift,end,,,180.0,180.0,,good,False,,89.3,,,,
Deadlift,mid,,,63.0,162.1,,good,False,,93.0,,,,
Deadlift,mid,,,147.0,129.0,,good,False,,85.1,,,,
Deadlift,mid,,,173.0,136.4,,good,False,,88.9,,,,
Deadlift,end,,,180.0,180.0,,good,False,,88.8,,,,
Deadlift,mid,,,158.4,175.3,,good,False,,91.4,,,,
Deadlift,mid,,,176.7,141.4,,good,False,,84.2,,,,
Deadlift,end,,,180.0,180.0,,good,False,,84.5,,,,
Deadlift,start,,,79.6,126.7,90.0,good,False,,86.4,,,,
Deadlift,end,,,180.0,180.0,,good,False,,95.2,,,,
Deadlift,end,,,180.0,180.0,,good,False,,98.9,,,,
Deadlift,mid,,,165.9,125.9,,good,False,,88.1,,,,
Deadlift,mid,,,163.3,177.7,,good,False,,90.2,,,,
Deadlift,end,,,180.0,180.0,,good,False,,91.2,,,,
Deadlift,end,,,180.0,180.0,,good,False,,85.4,,,,
Deadlift,end,,,180.0,180.0,,good,False,,96.0,,,,
Deadlift,start,,,77.9,145.5,90.0,good,False,,93.7,,,,
Deadlift,end,,,180.0,180.0,,good,False,,96.1,,,,
Deadlift,start,,,62.1,151.8,90.0,good,False,,91.9,,,,
Deadlift,end,,,180.0,180.0,,good,False,,98.4,,,,
Deadlift,end,,,180.0,180.0,,good,False,,91.0,,,,
Deadlift,end,,,180.0,180.0,,good,False,,89.1,,,,
Deadlift,start,,,88.7,152.9,90.0,good,False,,89.7,,,,
Deadlift,end,,,180.0,180.0,,good,False,,81.9,,,,
Deadlift,mid,,,108.7,126.8,,good,False,,85.6,,,,
Deadlift,mid,,,89.8,170.3,,good,False,,89.2,,,,
Deadlift,end,,,180.0,180.0,,good,False,,82.9,,,,
Deadlift,mid,,,170.1,163.9,,good,False,,81.6,,,,
Deadlift,start,,,65.1,122.1,90.0,good,False,,95.7,,,,
Deadlift,end,,,180.0,180.0,,good,False,,82.6,,,,
Deadlift,end,,,180.0,180.0,,good,False,,95.3,,,,
Deadlift,start,,,66.6,155.1,90.0,good,False,,98.1,,,,
Deadlift,start,,,79.2,150.9,90.0,good,False,,91.7,,,,
Deadlift,end,,,180.0,180.0,,good,False,,88.1,,,,
Deadlift,mid,,,162.2,161.0,,good,False,,91.3,,,,
Deadlift,mid,,,157.8,157.3,,good,False,,90.6,,,,
Deadlift,end,,,180.0,180.0,,good,False,,92.8,,,,
Deadlift,start,,,67.1,135.9,90.0,good,False,,80.0,,,,
Deadlift,start,,,74.4,124.8,90.0,good,False,,99.7,,,,
Deadlift,end,,,180.0,180.0,,good,False,,81.6,,,,
Deadlift,mid,,,100.1,129.1,,good,False,,97.8,,,,
Deadlift,start,,,81.9,145.3,90.0,good,False,,89.1,,,,
Deadlift,mid,,,105.8,164.8,,good,False,,95.8,,,,
Deadlift,mid,,,171.4,126.3,,good,False,,97.2,,,,
Deadlift,end,,,180.0,180.0,,good,False,,90.9,,,,
Deadlift,end,,,180.0,180.0,,good,False,,95.0,,,,
Deadlift,mid,,,165.4,135.4,,good,False,,93.3,,,,
Deadlift,start,,,69.7,156.7,90.0,good,False,,80.7,,,,
Deadlift,end,,,180.0,180.0,,good,False,,92.2,,,,
Deadlift,start,,,73.2,125.6,90.0,good,False,,84.6,,,,
Deadlift,mid,,,64.2,126.7,,good,False,,81.3,,,,
Deadlift,start,,,71.9,128.8,90.0,good,False,,92.3,,,,
Deadlift,end,,,180.0,180.0,,good,False,,89.4,,,,
Deadlift,start,,,78.0,138.0,90.0,good,False,,91.5,,,,
Deadlift,end,,,180.0,180.0,,good,False,,95.9,,,,
Deadlift,start,,,83.2,151.5,90.0,good,False,,87.5,,,,
Deadlift,mid,,,112.1,175.9,,good,False,,84.0,,,,
Deadlift,mid,,,141.4,152.3,,good,False,,80.2,,,,
Deadlift,end,,,180.0,180.0,,good,False,,88.8,,,,
Deadlift,mid,,,62.5,167.0,,good,False,,92.5,,,,
Deadlift,end,,,180.0,180.0,,good,False,,98.9,,,,
Deadlift,end,,,180.0,180.0,,good,False,,81.3,,,,
Deadlift,mid,,,147.6,128.3,,good,False,,95.6,,,,
Deadlift,mid,,,70.3,166.3,,good,False,,94.1,,,,
Deadlift,start,,,87.4,140.9,90.0,good,False,,81.4,,,,
Deadlift,start,,,86.2,150.9,90.0,good,False,,91.2,,,,
Deadlift,end,,,180.0,180.0,,good,False,,99.4,,,,
Deadlift,end,,,180.0,180.0,,good,False,,87.3,,,,
Deadlift,mid,,,83.3,139.5,,good,False,,83.5,,,,
Deadlift,mid,,,100.7,133.7,,good,False,,95.1,,,,
Deadlift,end,,,180.0,180.0,,good,False,,89.9,,,,
Deadlift,start,,,88.1,120.2,90.0,good,False,,97.4,,,,
Deadlift,end,,,180.0,180.0,,good,False,,81.7,,,,
Deadlift,mid,,,171.2,153.4,,good,False,,86.5,,,,
Deadlift,end,,,180.0,180.0,,good,False,,98.1,,,,
Deadlift,start,,,73.4,123.7,90.0,good,False,,88.8,,,,
Deadlift,end,,,180.0,180.0,,good,False,,93.5,,,,
Deadlift,start,,,76.2,125.6,90.0,good,False,,86.7,,,,
Deadlift,end,,,180.0,180.0,,good,False,,81.7,,,,
Deadlift,start,,,80.5,129.2,90.0,good,False,,97.6,,,,
Deadlift,start,,,78.3,148.0,90.0,good,False,,82.2,,,,
Deadlift,start,,,62.7,152.9,90.0,good,False,,81.1,,,,
Deadlift,mid,,,98.9,149.2,,good,False,,80.8,,,,
Deadlift,mid,,,63.7,157.8,,good,False,,82.8,,,,
Deadlift,start,,,81.1,130.7,90.0,good,False,,98.5,,,,
Deadlift,mid,,,174.8,167.8,,good,False,,84.9,,,,
Deadlift,end,,,180.0,180.0,,good,False,,80.2,,,,
Deadlift,end,,,180.0,180.0,,good,False,,89.7,,,,
Deadlift,end,,,180.0,180.0,,good,False,,83.6,,,,
Deadlift,mid,,,132.1,161.8,,good,False,,84.6,,,,
Deadlift,mid,,,147.5,130.7,,good,False,,95.5,,,,
Deadlift,mid,,,176.4,178.3,,good,False,,86.1,,,,
Deadlift,end,,,180.0,180.0,,good,False,,93.7,,,,
Deadlift,mid,,,139.2,152.1,,good,False,,99.2,,,,
Deadlift,mid,,,161.2,174.2,,good,False,,86.6,,,,
Deadlift,start,,,88.4,129.4,90.0,good,False,,89.4,,,,
Deadlift,end,,,180.0,180.0,,good,False,,92.2,,,,
Deadlift,mid,,,103.0,154.4,,good,False,,91.9,,,,
Deadlift,end,,,180.0,180.0,,good,False,,80.7,,,,
Deadlift,start,,,77.5,147.4,90.0,good,False,,91.3,,,,
Deadlift,end,,,180.0,180.0,,good,False,,82.2,,,,
Deadlift,mid,,,153.4,159.4,,good,False,,92.0,,,,
Deadlift,end,,,180.0,180.0,,good,False,,88.6,,,,
Deadlift,mid,,,105.3,165.1,,good,False,,93.0,,,,
Deadlift,start,,,85.5,136.3,90.0,good,False,,81.0,,,,
Deadlift,end,,,180.0,180.0,,good,False,,91.7,,,,
Deadlift,start,,,84.0,127.6,90.0,good,False,,84.2,,,,
Deadlift,mid,,,94.7,154.5,,good,False,,94.0,,,,
Deadlift,start,,,66.5,124.9,90.0,good,False,,96.1,,,,
Deadlift,end,,,180.0,180.0,,good,False,,89.0,,,,
Deadlift,end,,,180.0,180.0,,good,False,,89.4,,,,
Deadlift,end,,,180.0,180.0,,good,False,,88.7,,,,
Deadlift,mid,,,101.0,157.1,,good,False,,80.8,,,,
Deadlift,end,,,180.0,180.0,,good,False,,80.8,,,,
Deadlift,start,,,80.9,158.5,90.0,good,False,,86.9,,,,
Deadlift,end,,,180.0,180.0,,good,False,,90.4,,,,
Deadlift,start,,,62.6,140.5,90.0,good,False,,85.7,,,,
Deadlift,start,,,64.0,154.3,90.0,good,False,,99.5,,,,
Deadlift,start,,,72.3,127.7,90.0,good,False,,91.9,,,,
Deadlift,end,,,180.0,180.0,,good,False,,94.4,,,,
Deadlift,end,,,180.0,180.0,,good,False,,83.1,,,,
Deadlift,mid,,,90.3,133.9,,good,False,,85.6,,,,
Deadlift,mid,,,60.9,171.5,,good,False,,91.7,,,,
Deadlift,end,,,180.0,180.0,,good,False,,87.2,,,,
Deadlift,mid,,,129.8,130.2,,good,False,,83.7,,,,
Deadlift,mid,,,177.7,137.8,,good,False,,99.4,,,,
Deadlift,mid,,,74.3,142.6,,good,False,,86.3,,,,
Deadlift,start,,,69.6,130.5,90.0,good,False,,93.7,,,,
Deadlift,mid,,,64.3,179.1,,good,False,,83.0,,,,
Deadlift,start,,,79.5,154.1,90.0,good,False,,93.6,,,,
Deadlift,mid,,,161.4,177.4,,good,False,,86.3,,,,
Deadlift,end,,,180.0,180.0,,good,False,,89.5,,,,
Deadlift,start,,,87.1,126.3,90.0,good,False,,89.3,,,,
Deadlift,end,,,180.0,180.0,,good,False,,99.5,,,,
Deadlift,end,,,180.0,180.0,,good,False,,85.6,,,,
Deadlift,mid,,,85.8,162.4,,good,False,,89.3,,,,
Deadlift,mid,,,61.9,121.8,,good,False,,91.3,,,,
Deadlift,end,,,180.0,180.0,,good,False,,97.5,,,,
Deadlift,mid,,,130.1,125.7,,good,False,,88.9,,,,
Deadlift,mid,,,126.9,138.5,,good,False,,90.5,,,,
Deadlift,start,,,66.6,128.5,90.0,good,False,,95.6,,,,
Deadlift,mid,,,115.2,147.7,,good,False,,89.3,,,,
Deadlift,mid,,,70.4,150.1,,good,False,,87.2,,,,
Deadlift,end,,,180.0,180.0,,good,False,,89.3,,,,
Deadlift,start,,,88.1,122.9,90.0,good,False,,87.5,,,,
Deadlift,mid,,,166.5,136.5,,good,False,,82.7,,,,
Deadlift,end,,,180.0,180.0,,good,False,,95.6,,,,
Deadlift,end,,,180.0,180.0,,good,False,,83.0,,,,
Deadlift,end,,,180.0,180.0,,good,False,,80.5,,,,
Deadlift,mid,,,168.0,126.7,,good,False,,90.6,,,,
Deadlift,mid,,,94.0,128.7,,good,False,,92.1,,,,
Deadlift,mid,,,108.7,153.1,,good,False,,86.8,,,,
Deadlift,start,,,60.1,120.2,90.0,good,False,,92.9,,,,
Deadlift,mid,,,71.2,128.5,,good,False,,96.8,,,,
Deadlift,start,,,84.9,147.6,90.0,good,False,,92.2,,,,
Deadlift,end,,,180.0,180.0,,good,False,,82.3,,,,
Deadlift,start,,,83.4,121.1,90.0,good,False,,80.6,,,,
Deadlift,end,,,180.0,180.0,,good,False,,85.0,,,,
Deadlift,mid,,,141.2,152.6,,good,False,,96.2,,,,
Deadlift,mid,,,158.0,148.4,,good,False,,86.7,,,,
Deadlift,end,,,180.0,180.0,,good,False,,88.7,,,,
Deadlift,mid,,,138.7,157.0,,good,False,,85.4,,,,
Deadlift,end,,,180.0,180.0,,good,False,,84.5,,,,
Deadlift,mid,,,160.9,149.3,,good,False,,86.9,,,,
Deadlift,mid,,,107.2,151.4,,good,False,,97.7,,,,
Deadlift,end,,,180.0,180.0,,good,False,,80.2,,,,
Deadlift,end,,,180.0,180.0,,good,False,,99.6,,,,
Deadlift,mid,,,105.0,145.8,,good,False,,97.0,,,,
Deadlift,end,,,180.0,180.0,,good,False,,80.8,,,,
Deadlift,mid,,,60.8,133.6,,good,False,,83.6,,,,
Deadlift,mid,,,131.8,135.0,,good,False,,91.2,,,,
Deadlift,mid,,,121.6,152.5,,good,False,,80.4,,,,
Deadlift,start,,,66.2,121.0,90.0,good,False,,94.0,,,,
Deadlift,start,,,88.6,133.9,90.0,good,False,,82.1,,,,
Deadlift,start,,,87.6,147.1,90.0,good,False,,97.4,,,,
Deadlift,mid,,,149.2,162.0,,good,False,,98.1,,,,
Deadlift,mid,,,142.1,141.9,,good,False,,95.7,,,,
Deadlift,mid,,,82.1,144.2,,good,False,,90.6,,,,
Deadlift,start,,,72.4,140.8,90.0,good,False,,90.7,,,,
Deadlift,mid,,,68.2,154.0,,good,False,,89.5,,,,
Deadlift,start,,,66.6,155.4,90.0,good,False,,85.6,,,,
Deadlift,end,,,202.6,176.8,,bad,True,Hip angle out of range,63.1,,,,
Deadlift,end,,,190.3,169.3,,bad,True,Shins not vertical,61.9,,,,
Deadlift,start,,,49.7,163.2,109.7,bad,True,Back rounding,57.6,,,,
Deadlift,mid,,,40.3,206.8,,bad,True,Hip angle out of range,61.1,,,,
Deadlift,start,,,50.9,114.2,114.3,bad,True,Hip angle out of range,64.3,,,,
Deadlift,start,,,104.4,176.0,105.2,bad,True,Back rounding,42.1,,,,
Deadlift,start,,,95.3,179.6,63.6,bad,True,Hip angle out of range,70.0,,,,
Deadlift,end,,,197.9,166.4,,bad,True,Back rounding,66.3,,,,
Deadlift,end,,,167.9,162.4,,bad,True,Shins not vertical,41.0,,,,
Deadlift,mid,,,181.5,187.8,,bad,True,Back rounding,55.9,,,,
Deadlift,end,,,178.5,182.7,,bad,True,Shins not vertical,51.0,,,,
Deadlift,mid,,,47.2,97.0,,bad,True,Back rounding,62.6,,,,
Deadlift,start,,,41.0,106.7,88.6,bad,True,Hip angle out of range,47.8,,,,
Deadlift,end,,,167.7,160.5,,bad,True,Shins not vertical,44.3,,,,
Deadlift,start,,,46.3,101.1,86.9,bad,True,Back rounding,46.2,,,,
Deadlift,mid,,,37.6,106.0,,bad,True,Shins not vertical,57.2,,,,
Deadlift,mid,,,51.6,100.9,,bad,True,Hip angle out of range,65.0,,,,
Deadlift,start,,,32.8,178.6,119.2,bad,True,Shins not vertical,53.4,,,,
Deadlift,start,,,46.7,112.4,100.5,bad,True,Shins not vertical,60.9,,,,
Deadlift,end,,,157.9,204.4,,bad,True,Shins not vertical,59.0,,,,
Deadlift,end,,,183.9,152.3,,bad,True,Hip angle out of range,43.5,,,,
Deadlift,mid,,,196.9,102.1,,bad,True,Hip angle out of range,59.8,,,,
Deadlift,start,,,58.3,95.9,85.3,bad,True,Shins not vertical,40.7,,,,
Deadlift,mid,,,47.9,99.3,,bad,True,Hip angle out of range,64.5,,,,
Deadlift,start,,,44.1,176.2,92.7,bad,True,Hip angle out of range,52.9,,,,
Deadlift,end,,,181.9,164.7,,bad,True,Shins not vertical,58.7,,,,
Deadlift,mid,,,205.4,188.2,,bad,True,Hip angle out of range,52.2,,,,
Deadlift,end,,,154.6,169.0,,bad,True,Hip angle out of range,57.8,,,,
Deadlift,mid,,,192.0,207.1,,bad,True,Back rounding,58.3,,,,
Deadlift,end,,,161.7,154.2,,bad,True,Hip angle out of range,65.8,,,,
Deadlift,end,,,208.2,202.4,,bad,True,Back rounding,50.1,,,,
Deadlift,start,,,116.0,118.7,112.2,bad,True,Hip angle out of range,48.1,,,,
Deadlift,mid,,,49.9,106.9,,bad,True,Shins not vertical,48.2,,,,
Deadlift,start,,,91.5,178.4,106.8,bad,True,Shins not vertical,65.7,,,,
Deadlift,end,,,171.1,152.5,,bad,True,Shins not vertical,56.6,,,,
Deadlift,mid,,,183.2,186.0,,bad,True,Hip angle out of range,55.1,,,,
Deadlift,start,,,97.8,171.4,75.9,bad,True,Shins not vertical,40.3,,,,
Deadlift,start,,,106.4,111.0,113.8,bad,True,Back rounding,55.9,,,,
Deadlift,end,,,150.0,167.4,,bad,True,Hip angle out of range,50.6,,,,
Deadlift,start,,,56.7,110.2,111.0,bad,True,Hip angle out of range,42.5,,,,
Deadlift,start,,,104.3,164.4,87.7,bad,True,Shins not vertical,45.4,,,,
Deadlift,mid,,,182.2,191.3,,bad,True,Shins not vertical,58.0,,,,
Deadlift,end,,,188.5,182.7,,bad,True,Hip angle out of range,50.4,,,,
Deadlift,end,,,155.6,201.7,,bad,True,Shins not vertical,47.5,,,,
Deadlift,start,,,109.1,189.0,111.3,bad,True,Shins not vertical,52.3,,,,
Deadlift,end,,,207.0,209.4,,bad,True,Shins not vertical,70.0,,,,
Deadlift,start,,,105.6,93.3,66.0,bad,True,Back rounding,52.9,,,,
Deadlift,start,,,91.1,178.2,114.9,bad,True,Shins not vertical,56.4,,,,
Deadlift,start,,,115.4,174.5,83.8,bad,True,Hip angle out of range,53.1,,,,
Deadlift,end,,,152.4,169.2,,bad,True,Shins not vertical,46.4,,,,
Deadlift,start,,,106.1,166.0,118.3,bad,True,Hip angle out of range,40.7,,,,
Deadlift,start,,,51.8,173.0,92.0,bad,True,Shins not vertical,61.7,,,,
Deadlift,start,,,99.7,97.0,77.8,bad,True,Shins not vertical,54.0,,,,
Deadlift,mid,,,31.5,118.3,,bad,True,Back rounding,54.8,,,,
Deadlift,end,,,166.6,191.2,,bad,True,Back rounding,44.1,,,,
Deadlift,end,,,160.8,156.8,,bad,True,Back rounding,60.4,,,,
Deadlift,start,,,42.7,98.3,75.6,bad,True,Back rounding,41.2,,,,
Deadlift,end,,,204.2,209.4,,bad,True,Back rounding,42.5,,,,
Deadlift,end,,,198.0,168.4,,bad,True,Back rounding,62.8,,,,
Deadlift,start,,,45.1,90.7,83.7,bad,True,Hip angle out of range,58.6,,,,
Deadlift,start,,,91.9,93.5,71.3,bad,True,Hip angle out of range,52.0,,,,
Deadlift,start,,,93.7,91.6,96.3,bad,True,Back rounding,58.0,,,,
Deadlift,start,,,93.3,106.5,86.7,bad,True,Shins not vertical,56.0,,,,
Deadlift,start,,,102.3,103.7,65.0,bad,True,Shins not vertical,68.5,,,,
Deadlift,end,,,185.6,207.3,,bad,True,Hip angle out of range,46.1,,,,
Deadlift,mid,,,37.1,205.2,,bad,True,Shins not vertical,49.4,,,,
Deadlift,end,,,159.0,150.7,,bad,True,Hip angle out of range,50.6,,,,
Deadlift,mid,,,42.3,192.6,,bad,True,Hip angle out of range,54.9,,,,
Deadlift,mid,,,201.1,92.5,,bad,True,Shins not vertical,64.3,,,,
Deadlift,mid,,,34.2,116.2,,bad,True,Hip angle out of range,68.4,,,,
Deadlift,start,,,107.7,94.0,117.1,bad,True,Back rounding,66.9,,,,
Deadlift,mid,,,52.0,184.4,,bad,True,Back rounding,66.0,,,,
Deadlift,end,,,156.5,193.1,,bad,True,Hip angle out of range,50.2,,,,
Deadlift,mid,,,41.5,205.6,,bad,True,Back rounding,40.1,,,,
Deadlift,end,,,203.8,177.1,,bad,True,Shins not vertical,59.8,,,,
Deadlift,end,,,165.9,197.4,,bad,True,Shins not vertical,50.4,,,,
Deadlift,mid,,,199.2,194.9,,bad,True,Hip angle out of range,55.9,,,,
Deadlift,start,,,117.3,96.6,61.7,bad,True,Shins not vertical,46.6,,,,
Deadlift,end,,,203.8,156.6,,bad,True,Hip angle out of range,45.4,,,,
Deadlift,end,,,151.3,160.0,,bad,True,Back rounding,68.2,,,,
Deadlift,end,,,185.2,209.3,,bad,True,Hip angle out of range,63.6,,,,
Deadlift,start,,,94.4,171.6,101.2,bad,True,Back rounding,47.1,,,,
Deadlift,start,,,56.1,103.7,67.4,bad,True,Back rounding,65.5,,,,
Deadlift,start,,,112.3,163.1,85.3,bad,True,Hip angle out of range,60.9,,,,
Deadlift,mid,,,191.8,93.6,,bad,True,Hip angle out of range,62.5,,,,
Deadlift,start,,,32.4,182.8,110.3,bad,True,Back rounding,48.7,,,,
Deadlift,mid,,,186.1,182.1,,bad,True,Back rounding,48.0,,,,
Deadlift,end,,,164.5,165.4,,bad,True,Hip angle out of range,44.1,,,,
Deadlift,start,,,108.1,175.8,99.2,bad,True,Shins not vertical,57.9,,,,
Deadlift,end,,,208.4,195.3,,bad,True,Back rounding,67.7,,,,
Deadlift,start,,,46.9,101.0,68.5,bad,True,Shins not vertical,55.3,,,,
Deadlift,mid,,,199.8,208.9,,bad,True,Back rounding,66.4,,,,
Deadlift,start,,,38.0,99.9,115.2,bad,True,Shins not vertical,63.6,,,,
Deadlift,start,,,37.6,116.4,60.3,bad,True,Hip angle out of range,63.6,,,,
Deadlift,start,,,52.5,113.3,97.9,bad,True,Shins not vertical,43.7,,,,
Deadlift,start,,,43.6,114.3,75.3,bad,True,Shins not vertical,66.9,,,,
Deadlift,start,,,119.4,161.2,77.2,bad,True,Back rounding,65.7,,,,
Deadlift,mid,,,42.7,202.6,,bad,True,Back rounding,41.3,,,,
Deadlift,mid,,,30.9,184.3,,bad,True,Shins not vertical,68.3,,,,
Deadlift,end,,,176.0,200.4,,bad,True,Hip angle out of range,55.7,,,,
Deadlift,end,,,170.6,165.3,,bad,True,Shins not vertical,51.8,,,,
Deadlift,start,,,41.2,162.1,108.2,bad,True,Hip angle out of range,54.2,,,,
Deadlift,start,,,115.5,101.5,74.4,bad,True,Shins not vertical,50.9,,,,
Deadlift,start,,,102.2,117.2,109.2,bad,True,Back rounding,43.5,,,,
Deadlift,mid,,,186.0,115.3,,bad,True,Back rounding,49.3,,,,
Deadlift,end,,,160.4,196.0,,bad,True,Hip angle out of range,55.3,,,,
Deadlift,start,,,100.8,163.7,62.9,bad,True,Hip angle out of range,45.5,,,,
Deadlift,end,,,182.2,169.1,,bad,True,Back rounding,55.2,,,,
Deadlift,start,,,36.0,174.9,73.2,bad,True,Hip angle out of range,68.7,,,,
Deadlift,mid,,,40.3,90.1,,bad,True,Hip angle out of range,57.6,,,,
Deadlift,mid,,,52.0,207.9,,bad,True,Shins not vertical,46.4,,,,
Deadlift,start,,,97.5,110.9,66.0,bad,True,Hip angle out of range,67.7,,,,
Deadlift,start,,,116.3,116.3,84.2,bad,True,Back rounding,44.4,,,,
Deadlift,start,,,43.0,99.6,111.9,bad,True,Back rounding,56.0,,,,
Deadlift,end,,,160.0,156.9,,bad,True,Back rounding,40.8,,,,
Deadlift,end,,,173.9,159.3,,bad,True,Shins not vertical,49.2,,,,
Deadlift,mid,,,42.5,109.0,,bad,True,Back rounding,63.7,,,,
Deadlift,end,,,181.9,155.3,,bad,True,Hip angle out of range,69.6,,,,
Deadlift,mid,,,43.4,187.5,,bad,True,Shins not vertical,65.7,,,,
Deadlift,mid,,,189.3,198.8,,bad,True,Shins not vertical,60.9,,,,
Deadlift,mid,,,208.5,204.4,,bad,True,Back rounding,54.0,,,,
Deadlift,start,,,48.7,104.4,116.7,bad,True,Hip angle out of range,58.5,,,,
Deadlift,start,,,105.9,187.8,114.1,bad,True,Shins not vertical,55.2,,,,
Deadlift,start,,,100.2,112.6,113.2,bad,True,Hip angle out of range,46.2,,,,
Deadlift,end,,,185.3,151.5,,bad,True,Back rounding,64.3,,,,
Deadlift,start,,,95.8,164.3,102.9,bad,True,Hip angle out of range,50.7,,,,
Deadlift,start,,,97.0,94.6,112.2,bad,True,Hip angle out of range,52.0,,,,
Deadlift,mid,,,201.7,204.8,,bad,True,Back rounding,62.0,,,,
Deadlift,start,,,53.7,163.6,107.4,bad,True,Hip angle out of range,59.3,,,,
Deadlift,mid,,,205.8,182.2,,bad,True,Shins not vertical,64.5,,,,
Deadlift,mid,,,40.6,181.8,,bad,True,Hip angle out of range,44.9,,,,
Deadlift,end,,,159.6,186.7,,bad,True,Shins not vertical,43.7,,,,
Deadlift,mid,,,50.4,112.3,,bad,True,Shins not vertical,69.3,,,,
Deadlift,start,,,58.4,184.2,114.9,bad,True,Hip angle out of range,57.9,,,,
Deadlift,start,,,112.4,110.1,78.9,bad,True,Back rounding,46.0,,,,
Deadlift,end,,,183.5,169.0,,bad,True,Shins not vertical,67.8,,,,
Deadlift,mid,,,30.7,108.9,,bad,True,Shins not vertical,45.3,,,,
Deadlift,mid,,,31.2,204.4,,bad,True,Hip angle out of range,66.4,,,,
Deadlift,mid,,,35.3,205.5,,bad,True,Shins not vertical,43.9,,,,
Deadlift,mid,,,201.7,187.5,,bad,True,Back rounding,41.0,,,,
Deadlift,mid,,,185.6,101.0,,bad,True,Shins not vertical,61.0,,,,
Deadlift,start,,,39.1,187.6,103.4,bad,True,Back rounding,48.4,,,,
Deadlift,mid,,,209.8,102.7,,bad,True,Hip angle out of range,43.0,,,,
Deadlift,mid,,,33.3,98.5,,bad,True,Back rounding,46.9,,,,
Deadlift,start,,,97.0,111.7,72.9,bad,True,Shins not vertical,40.6,,,,
Deadlift,mid,,,57.6,182.2,,bad,True,Shins not vertical,42.5,,,,
Deadlift,end,,,183.2,195.4,,bad,True,Shins not vertical,62.1,,,,
Deadlift,end,,,176.8,208.4,,bad,True,Shins not vertical,48.2,,,,
Deadlift,start,,,101.1,188.7,107.0,bad,True,Shins not vertical,59.3,,,,
Deadlift,mid,,,31.4,187.3,,bad,True,Back rounding,44.8,,,,
Deadlift,start,,,111.1,174.4,71.3,bad,True,Hip angle out of range,61.0,,,,
Deadlift,mid,,,53.1,112.1,,bad,True,Back rounding,64.9,,,,
Deadlift,start,,,42.4,175.2,79.5,bad,True,Hip angle out of range,58.5,,,,
Deadlift,end,,,163.9,156.3,,bad,True,Hip angle out of range,62.3,,,,
Deadlift,mid,,,51.1,192.9,,bad,True,Back rounding,69.1,,,,
Deadlift,end,,,161.8,189.6,,bad,True,Hip angle out of range,64.2,,,,
Deadlift,end,,,153.0,199.5,,bad,True,Hip angle out of range,64.2,,,,
Deadlift,mid,,,35.3,195.0,,bad,True,Shins not vertical,62.5,,,,
Deadlift,mid,,,34.8,118.5,,bad,True,Back rounding,52.4,,,,
Deadlift,start,,,94.5,98.6,94.5,bad,True,Hip angle out of range,61.8,,,,
Deadlift,mid,,,197.0,195.9,,bad,True,Back rounding,42.2,,,,
Deadlift,end,,,200.9,187.8,,bad,True,Back rounding,46.6,,,,
Deadlift,end,,,191.7,171.4,,bad,True,Shins not vertical,53.2,,,,
